"TestCaseID","Module","Screen","Route","TaskID","Title","Type","Priority","Precondition","Steps","TestData","ExpectedResult"
"TC-034-16","Teacher","Lớp học","/classroom","034","Thẻ thống kê ""Lớp chủ nhiệm"" khớp dữ liệu","Functional","Medium","—","1. Đối chiếu số trên thẻ với `summary.total_classes_managed` trả về từ API","—","Giá trị hiển thị đúng bằng `summary.total_classes_managed`"
"TC-034-17","Teacher","Lớp học","/classroom","034","Thẻ thống kê ""Học viên tổng"" khớp dữ liệu","Functional","Medium","—","1. Đối chiếu số trên thẻ với `summary.total_students`","—","Khớp đúng `summary.total_students`"
"TC-034-18","Teacher","Lớp học","/classroom","034","Thẻ thống kê ""Lớp đang hoạt động"" khớp dữ liệu","Functional","Medium","—","1. Đối chiếu với `summary.active_classes`","—","Khớp đúng `summary.active_classes`"
"TC-034-19","Teacher","Lớp học","/classroom","034","Thẻ thống kê ""Tỷ lệ hoàn thành"" khớp dữ liệu","Functional","Medium","—","1. Đối chiếu với `summary.avg_completion_rate`","—","Khớp đúng `summary.avg_completion_rate`, hiển thị dạng %"
"TC-034-20","Teacher","Lớp học","/classroom","034","Lỗi API khi tải danh sách lớp","Error-Handling","Medium","Giả lập lỗi server/network khi gọi `GET /api/teacher/classrooms`","1. Truy cập `/classroom` trong lúc API lỗi","—","Hiển thị trạng thái lỗi hợp lý (toast/error state), không crash trang"
"TC-034-21","Teacher","Lớp học","/classroom","034","Kết hợp search + filter trường + filter lớp cùng lúc","Edge-Case","Low","Có đủ dữ liệu đa dạng","1. Nhập search | 2. Chọn filter trường | 3. Chọn filter lớp","search + school_id + class_id","Tất cả điều kiện lọc được áp dụng đồng thời (AND), danh sách kết quả đúng"
"TC-035-01","Teacher","Chi tiết lớp học","/classroom/{id}","035","Load trang chi tiết lớp học thành công","Functional","High","GV được phân công lớp id=10","1. Truy cập `/classroom/10`","GET /api/teacher/classrooms/10 trả 200","Hiển thị đầy đủ thông tin lớp: ảnh bìa, tên lớp, cấp độ, phòng, lịch học, thời gian, sỹ số 24/25, trạng thái, GV phụ trách"
"TC-035-02","Teacher","Chi tiết lớp học","/classroom/{id}","035","Hiển thị đúng 4 chỉ số StatisticRow","Functional","High","classroom.stats có dữ liệu","1. Truy cập `/classroom/10` | 2. Quan sát StatisticRow","attendance_rate=85.2, homework_completion=80, avg_score=8.2, lesson_plan_progress=90","Hiển thị đúng 4 chỉ số: Tỷ lệ chuyên cần, Hoàn thành bài tập, Điểm trung bình, Tiến độ giáo án"
"TC-035-03","Teacher","Chi tiết lớp học","/classroom/{id}","035","Click tên học viên trong StudentList","Functional","High","Danh sách học viên có dữ liệu","1. Chuyển tab ""Học viên"" | 2. Click vào tên 1 học viên","student id=1","Điều hướng sang route `/student/{id}`"
"TC-035-04","Teacher","Chi tiết lớp học","/classroom/{id}","035","Tìm kiếm học viên theo tên","Functional","Medium","Danh sách học viên có nhiều bản ghi","1. Nhập từ khóa vào ô tìm kiếm, ví dụ ""Nguyễn""","search=Nguyễn","Danh sách chỉ hiển thị học viên có tên khớp từ khóa"
"TC-035-05","Teacher","Chi tiết lớp học","/classroom/{id}","035","Lọc học viên theo trạng thái","Functional","Medium","Có học viên ở nhiều trạng thái","1. Chọn filter trạng thái ""Đang học"" (active)","status=active","Chỉ hiển thị học viên có status=active"
"TC-035-06","Teacher","Chi tiết lớp học","/classroom/{id}","035","Xuất Excel danh sách học viên","Functional","Medium","Danh sách học viên có dữ liệu","1. Click nút ""Xuất Excel""","N/A","File Excel danh sách học viên được tải về thành công"
"TC-035-07","Teacher","Chi tiết lớp học","/classroom/{id}","035","Truy cập lớp không tồn tại","Error-Handling","High","id lớp không tồn tại trong hệ thống","1. Truy cập `/classroom/99999`","GET /api/teacher/classrooms/99999 trả 404","Hiển thị trang lỗi 404 hoặc redirect"
"TC-035-08","Teacher","Chi tiết lớp học","/classroom/{id}","035","Truy cập lớp không được phân công","Permission","High","GV không được phân công lớp id=20","1. Đăng nhập tài khoản GV khác | 2. Truy cập `/classroom/20`","HTTP 403/404","Bị chặn truy cập, hiển thị 404 hoặc redirect, không lộ dữ liệu lớp"
"TC-035-09","Teacher","Chi tiết lớp học","/classroom/{id}","035","Click tab ""Bài tập""","Functional","Medium","Đang ở trang chi tiết lớp","1. Click tab ""Bài tập""","N/A","Hiển thị danh sách bài tập của lớp"
"TC-035-10","Teacher","Chi tiết lớp học","/classroom/{id}","035","Click ""Nhận xét"" cho 1 học viên","Functional","Medium","Đang ở tab Học viên","1. Trong hàng học viên, click action ""Nhận xét""","N/A","Mở form nhận xét học viên"
"TC-035-11","Teacher","Chi tiết lớp học","/classroom/{id}","035","Click tab ""Tổng quan"" (mặc định)","Functional","Medium","Đang ở trang chi tiết lớp","1. Truy cập trang, kiểm tra tab active mặc định","N/A","Tab ""Tổng quan"" active, hiển thị thông tin lớp + StatisticRow"
"TC-035-12","Teacher","Chi tiết lớp học","/classroom/{id}","035","Click tab ""Lịch học""","Functional","Medium","Đang ở trang chi tiết lớp","1. Click tab ""Lịch học""","N/A","Hiển thị lịch học riêng của lớp này"
"TC-035-13","Teacher","Chi tiết lớp học","/classroom/{id}","035","Click tab ""Điểm số""","Functional","Medium","Đang ở trang chi tiết lớp","1. Click tab ""Điểm số""","N/A","Hiển thị bảng điểm của học viên trong lớp"
"TC-035-14","Teacher","Chi tiết lớp học","/classroom/{id}","035","AttendanceSummary hiển thị đúng thống kê","Functional","Medium","API attendance-summary trả dữ liệu","1. Truy cập `/classroom/10` | 2. Quan sát AttendanceSummary","present_avg=85, absent_avg=10, late_avg=5","Hiển thị đúng thống kê tổng Có mặt / Vắng / Muộn"
"TC-035-15","Teacher","Chi tiết lớp học","/classroom/{id}","035","AttendanceSummary hiển thị học viên thường xuyên vắng","Edge-Case","Medium","at_risk_students có dữ liệu","1. Quan sát mục cảnh báo trong AttendanceSummary","at_risk_students: [{id:3, name:""Trần Văn B"", absent_count:5}]","Hiển thị danh sách cảnh báo (warning list) học viên vắng nhiều"
"TC-035-16","Teacher","Chi tiết lớp học","/classroom/{id}","035","Sidebar phải hiển thị Lịch học sắp tới","Functional","Low","Có lịch học sắp tới cho lớp","1. Quan sát panel phải mục ""Lịch học sắp tới""","N/A","Hiển thị tối đa 5 buổi học tiếp theo"
"TC-035-17","Teacher","Chi tiết lớp học","/classroom/{id}","035","Sidebar phải hiển thị Thông báo lớp học","Functional","Low","Có thông báo liên quan lớp","1. Quan sát panel phải mục ""Thông báo lớp học""","N/A","Hiển thị các thông báo gần nhất liên quan lớp này"
"TC-035-18","Teacher","Chi tiết lớp học","/classroom/{id}","035","Phân trang danh sách học viên","Functional","Medium","Số học viên > limit=20","1. Chuyển tab Học viên khi lớp có > 20 học viên | 2. Click sang trang 2","page=2, limit=20","Load và hiển thị danh sách học viên trang tiếp theo"
"TC-035-19","Teacher","Chi tiết lớp học","/classroom/{id}","035","API chi tiết lớp học lỗi","Error-Handling","High","Giả lập lỗi server","1. Giả lập GET /api/teacher/classrooms/{id} trả 500 | 2. Truy cập `/classroom/10`","HTTP 500","Hiển thị thông báo lỗi, trang không crash"
"TC-035-20","Teacher","Chi tiết lớp học","/classroom/{id}","035","Danh sách học viên rỗng","Edge-Case","Medium","Lớp chưa có học viên nào","1. Truy cập lớp không có học viên | 2. Chuyển tab Học viên","data: []","Hiển thị ""Không có học viên"""
"TC-036-01","Teacher","Giáo án","","036","Load trang giáo án thành công","Functional","High","Lớp có giáo án","1. Truy cập trang Giáo án của lớp Starters 2A","GET /api/teacher/lesson-plans?class_id=10 trả stats: total=24, completed=16, in_progress=6, completion_rate=66.7","Hiển thị danh sách giáo án và 4 stats card: Tổng giáo án 24, Đã giảng 16, Đang giảng 6, Tổng % 66.7%"
"TC-036-02","Teacher","Giáo án","","036","Lọc ""Đã giảng""","Functional","High","Có giáo án ở nhiều trạng thái","1. Chọn dropdown filter ""Đã giảng""","status=completed","Chỉ hiển thị các bài đã dạy (status=completed)"
"TC-036-03","Teacher","Giáo án","","036","Lọc ""Đang giảng""","Functional","Medium","Có giáo án ở nhiều trạng thái","1. Chọn dropdown filter ""Đang giảng""","status=in_progress","Chỉ hiển thị các bài đang trong quá trình giảng"
"TC-036-04","Teacher","Giáo án","","036","Lọc ""Tới đây""","Functional","Medium","Có giáo án ở nhiều trạng thái","1. Chọn dropdown filter ""Tới đây""","status=upcoming","Chỉ hiển thị các bài chưa giảng (upcoming)"
"TC-036-05","Teacher","Giáo án","","036","Lọc theo đơn vị (unit_group)","Functional","Medium","Có nhiều nhóm unit","1. Chọn 1 giá trị trong dropdown ""đơn vị""","unit_group=...","Danh sách chỉ hiển thị giáo án thuộc nhóm unit đã chọn"
"TC-036-06","Teacher","Giáo án","","036","Click ""Thêm bài mới""","Functional","High","Đang ở trang giáo án","1. Click nút ""Thêm bài mới""","N/A","Mở LessonPlanForm ở chế độ tạo mới (modal/drawer) với các field trống"
"TC-036-07","Teacher","Giáo án","","036","Tạo giáo án mới thành công","Functional","High","Form tạo mới đang mở, dữ liệu hợp lệ","1. Điền đủ title, unit_number, objectives, status | 2. Click Lưu","POST /api/teacher/lesson-plans, body: {class_id:10, unit_number:7, title:""Unit 07 - Hobbies"", objectives:""Students will learn..."", status:""upcoming""}","API trả 201, giáo án mới xuất hiện trong danh sách"
"TC-036-08","Teacher","Giáo án","","036","Sửa giáo án thành công","Functional","High","Có giáo án đã tồn tại, form sửa đang mở","1. Click ""Sửa"" trên 1 giáo án | 2. Thay đổi thông tin và Lưu","PUT /api/teacher/lesson-plans/{id}","Cập nhật thành công, danh sách hiển thị thông tin mới"
"TC-036-09","Teacher","Giáo án","","036","Click tên bài học (row) để xem chi tiết","Functional","High","Danh sách giáo án có dữ liệu","1. Click vào 1 row trong LessonPlanTable","id giáo án","Điều hướng sang route `/lesson/{id}`"
"TC-036-10","Teacher","Giáo án","","036","Upload tài liệu vượt quá 10MB","Error-Handling","Medium","Form đang mở, mục UploadMaterial","1. Chọn file đính kèm có kích thước > 10MB | 2. Thực hiện upload","File > 10MB","Hiển thị lỗi ""File quá lớn"", file không được upload"
"TC-036-11","Teacher","Giáo án","","036","Upload tài liệu sai định dạng","Error-Handling","Medium","Form đang mở, mục UploadMaterial","1. Chọn file không thuộc pdf/doc/docx/ppt/pptx/jpg/png (ví dụ .exe) | 2. Thực hiện upload","File .exe","Hiển thị lỗi định dạng không được hỗ trợ, file không được upload"
"TC-036-12","Teacher","Giáo án","","036","Xóa giáo án","Functional","High","Có giáo án tồn tại trong danh sách","1. Click action ""Xóa"" trên 1 giáo án | 2. Xác nhận trong confirm dialog","N/A","Hiển thị confirm dialog trước khi xóa; sau khi xác nhận, giáo án bị xóa khỏi danh sách"
"TC-036-13","Teacher","Giáo án","","036","Validation - bỏ trống title","UI-Validation","High","Form tạo/sửa giáo án đang mở","1. Để trống field ""Tiêu đề bài học"" | 2. Click Lưu","title=""""","Hiển thị lỗi ""Vui lòng nhập tiêu đề bài học"", không submit"
"TC-036-14","Teacher","Giáo án","","036","Validation - unit_number không hợp lệ","UI-Validation","High","Form tạo/sửa giáo án đang mở","1. Để trống hoặc nhập unit_number <= 0 | 2. Click Lưu","unit_number=0 hoặc rỗng","Hiển thị lỗi ""Số unit không hợp lệ"", không submit"
"TC-036-15","Teacher","Giáo án","","036","Validation - bỏ trống objectives","UI-Validation","High","Form tạo/sửa giáo án đang mở","1. Để trống field ""Mục tiêu bài học"" | 2. Click Lưu","objectives=""""","Hiển thị lỗi ""Vui lòng nhập mục tiêu bài học"", không submit"
"TC-036-16","Teacher","Giáo án","","036","Validation - không chọn status","UI-Validation","High","Form tạo/sửa giáo án đang mở","1. Không chọn field ""Trạng thái"" | 2. Click Lưu","status=null","Hiển thị lỗi ""Vui lòng chọn trạng thái"", không submit"
"TC-036-17","Teacher","Giáo án","","036","LessonPlanTable hiển thị đúng rating, tags, số tài liệu","UI-Validation","Medium","Giáo án có rating, tags, material_count","1. Quan sát 1 row trong bảng","rating=4, tags:[""Vocabulary"",""Speaking""], material_count=3","Hiển thị đúng star rating (4 sao), các tags, và số tài liệu đính kèm (3)"
"TC-036-18","Teacher","Giáo án","","036","ProgressSidebar hiển thị đúng donut chart","Functional","Medium","stats.completion_rate=66.7","1. Quan sát ProgressSidebar panel phải","completion_rate=66.7","Donut chart và số liệu ""Tiến độ: 66.7%"" hiển thị đúng"
"TC-036-19","Teacher","Giáo án","","036","API danh sách giáo án lỗi","Error-Handling","High","Giả lập lỗi server","1. Giả lập GET /api/teacher/lesson-plans trả 500 | 2. Truy cập trang Giáo án","HTTP 500","Hiển thị thông báo lỗi, trang không crash"
"TC-036-20","Teacher","Giáo án","","036","Danh sách giáo án rỗng","Edge-Case","Medium","Lớp chưa có giáo án nào","1. Truy cập trang Giáo án của lớp chưa có giáo án","data: []","Hiển thị trạng thái rỗng (empty state) thay vì bảng trống"
